GREEN LINE:
[62,j,yard, L: 50.000000, X: 0.000000, Y: 0.000000, TDBegin: 0.000000, TP: 0]
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[81,n,rail, L: 300.000000, X: -1600.000000, Y: -1250.000000, TDBegin: 2850.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[82,n,rail, L: 300.000000, X: -1900.000000, Y: -1250.000000, TDBegin: 3150.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[83,n,rail, L: 300.000000, X: -2200.000000, Y: -1250.000000, TDBegin: 3450.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[84,n,rail, L: 300.000000, X: -2500.000000, Y: -1250.000000, TDBegin: 3750.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[85,n,switch, L: 300.000000, X: -2800.000000, Y: -1250.000000, TDBegin: 4050.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches: 86,100    length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[86,o,rail, L: 100.000000, X: -3100.000000, Y: -1250.000000, TDBegin: 4350.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[87,o,rail, L: 86.600000, X: -3200.000000, Y: -1250.000000, TDBegin: 4450.000000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 86.600000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[88,o,station, L: 100.000000, X: -3286.600000, Y: -1250.000000, TDBegin: 4536.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[89,p,rail, L: 75.000000, X: -3386.600000, Y: -1250.000000, TDBegin: 4636.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 75.000000
         grade: -0.500000        height: 0.125000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[90,p,rail, L: 75.000000, X: -3386.600000, Y: -1175.000000, TDBegin: 4711.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 75.000000
         grade: -1.000000        height: -0.625000       temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[91,p,rail, L: 75.000000, X: -3386.600000, Y: -1100.000000, TDBegin: 4786.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 75.000000
         grade: -2.000000        height: -2.125000       temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[92,p,rail, L: 75.000000, X: -3386.600000, Y: -1025.000000, TDBegin: 4861.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 75.000000
         grade: 0.000000         height: -2.125000       temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[93,p,rail, L: 75.000000, X: -3386.600000, Y: -950.000000, TDBegin: 4936.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 75.000000
         grade: 2.000000         height: -0.625000       temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[94,p,rail, L: 75.000000, X: -3311.600000, Y: -950.000000, TDBegin: 5011.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 75.000000
         grade: 1.000000         height: 0.125000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[95,p,rail, L: 75.000000, X: -3236.600000, Y: -950.000000, TDBegin: 5086.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 75.000000
         grade: 0.500000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[96,p,station, L: 75.000000, X: -3161.600000, Y: -950.000000, TDBegin: 5161.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: east         nextBranches:   length: 75.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[97,p,rail, L: 75.000000, X: -3086.600000, Y: -950.000000, TDBegin: 5236.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 75.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[98,q,rail, L: 75.000000, X: -3086.600000, Y: -1025.000000, TDBegin: 5311.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 75.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[99,q,rail, L: 75.000000, X: -3086.600000, Y: -1100.000000, TDBegin: 5386.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 75.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[100,q,rail, L: 75.000000, X: -3086.600000, Y: -1175.000000, TDBegin: 5461.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 75.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 25.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[85,n,switch, L: 300.000000, X: -3086.600000, Y: -1250.000000, TDBegin: 5536.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches: 86,100    length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[84,n,rail, L: 300.000000, X: -3386.600000, Y: -1250.000000, TDBegin: 5836.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[83,n,rail, L: 300.000000, X: -3686.600000, Y: -1250.000000, TDBegin: 6136.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[82,n,rail, L: 300.000000, X: -3986.600000, Y: -1250.000000, TDBegin: 6436.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[81,n,rail, L: 300.000000, X: -4286.600000, Y: -1250.000000, TDBegin: 6736.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[80,n,rail, L: 300.000000, X: -4586.600000, Y: -1250.000000, TDBegin: 7036.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[79,n,rail, L: 300.000000, X: -4886.600000, Y: -1250.000000, TDBegin: 7336.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[78,n,rail, L: 300.000000, X: -5186.600000, Y: -1250.000000, TDBegin: 7636.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[77,n,station, L: 300.000000, X: -5486.600000, Y: -1250.000000, TDBegin: 7936.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[101,r,rail, L: 35.000000, X: -5786.600000, Y: -1250.000000, TDBegin: 8236.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 35.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 26.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[102,s,rail, L: 100.000000, X: -5786.600000, Y: -1215.000000, TDBegin: 8271.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[103,s,rail, L: 100.000000, X: -5686.600000, Y: -1215.000000, TDBegin: 8371.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[104,s,rail, L: 80.000000, X: -5586.600000, Y: -1215.000000, TDBegin: 8471.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 80.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[105,t,rail, L: 100.000000, X: -5506.600000, Y: -1215.000000, TDBegin: 8551.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[106,t,rail, L: 100.000000, X: -5406.600000, Y: -1215.000000, TDBegin: 8651.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[107,t,rail, L: 90.000000, X: -5406.600000, Y: -1115.000000, TDBegin: 8751.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 90.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[108,t,rail, L: 100.000000, X: -5406.600000, Y: -1025.000000, TDBegin: 8841.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[109,t,rail, L: 100.000000, X: -5406.600000, Y: -925.000000, TDBegin: 8941.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 28.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[110,u,rail, L: 100.000000, X: -5406.600000, Y: -825.000000, TDBegin: 9041.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[111,u,rail, L: 100.000000, X: -5406.600000, Y: -725.000000, TDBegin: 9141.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[112,u,rail, L: 100.000000, X: -5406.600000, Y: -625.000000, TDBegin: 9241.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[113,u,rail, L: 100.000000, X: -5406.600000, Y: -525.000000, TDBegin: 9341.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[114,u,rail, L: 162.000000, X: -5406.600000, Y: -425.000000, TDBegin: 9441.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 162.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[115,u,rail, L: 100.000000, X: -5406.600000, Y: -263.000000, TDBegin: 9603.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[116,u,rail, L: 100.000000, X: -5406.600000, Y: -163.000000, TDBegin: 9703.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[117,v,rail, L: 50.000000, X: -5406.600000, Y: -63.000000, TDBegin: 9803.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 15.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[118,v,rail, L: 50.000000, X: -5406.600000, Y: -13.000000, TDBegin: 9853.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 15.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[119,v,rail, L: 40.000000, X: -5406.600000, Y: 37.000000, TDBegin: 9903.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 40.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 15.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[120,v,rail, L: 50.000000, X: -5406.600000, Y: 77.000000, TDBegin: 9943.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 15.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[121,v,rail, L: 50.000000, X: -5406.600000, Y: 127.000000, TDBegin: 9993.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 15.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[122,w,underground, L: 50.000000, X: -5456.600000, Y: 127.000000, TDBegin: 10043.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[123,w,rail, L: 50.000000, X: -5506.600000, Y: 127.000000, TDBegin: 10093.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[124,w,underground, L: 50.000000, X: -5556.600000, Y: 127.000000, TDBegin: 10143.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[125,w,underground, L: 50.000000, X: -5606.600000, Y: 127.000000, TDBegin: 10193.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[126,w,underground, L: 50.000000, X: -5656.600000, Y: 127.000000, TDBegin: 10243.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[127,w,underground, L: 50.000000, X: -5706.600000, Y: 127.000000, TDBegin: 10293.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[128,w,underground, L: 50.000000, X: -5756.600000, Y: 127.000000, TDBegin: 10343.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

